fdcId,description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
2709213,"Fruit, NFS",Survey (FNDDS),68,0.68,16.24,0.21,1.8,
2709214,"Fruit, pickled",Survey (FNDDS),63,0.56,15.32,0.24,1.4,
2710176,Fry sauce,Survey (FNDDS),535,0.98,7.28,56.16,0.1,
2705674,Fudgesicle,Survey (FNDDS),163,2.56,29.99,3.67,1,
2705678,"Fudgesicle, light",Survey (FNDDS),124,3.67,23.11,1.87,1.5,
2709568,Fufu,Survey (FNDDS),166,1.5,33.59,2.99,3.1,
2708349,Funnel cake with sugar,Survey (FNDDS),353,7.87,43.49,16.57,1,
2708350,Funnel cake with sugar and fruit,Survey (FNDDS),380,5.84,55.18,15.7,0.9,
2710680,Fuzzy Navel,Survey (FNDDS),107,0.57,16.17,0.28,0.2,
2707627,"Garlic bread, from fast food / restaurant",Survey (FNDDS),349,8.34,41.64,16.58,2.5,
2707628,"Garlic bread, from frozen",Survey (FNDDS),350,8.36,41.72,16.61,2.5,
2707626,"Garlic bread, NFS",Survey (FNDDS),349,8.34,41.64,16.58,2.5,
2707631,"Garlic bread, with melted cheese, from fast food / restaurant",Survey (FNDDS),339,11.41,34.21,17.34,2,
2707632,"Garlic bread, with melted cheese, from frozen",Survey (FNDDS),343,10.36,36.86,17.1,2.2,
2707629,"Garlic bread, with parmesan cheese, from fast food / restaurant",Survey (FNDDS),351,8.76,41.06,16.8,2.4,
2707630,"Garlic bread, with parmesan cheese, from frozen",Survey (FNDDS),351,8.78,41.14,16.83,2.5,
2710169,Garlic sauce,Survey (FNDDS),683,1.43,2.87,74.02,0.3,
2709932,"Garlic, cooked",Survey (FNDDS),142,6.58,28.03,0.38,2.7,
2709786,"Garlic, raw",Survey (FNDDS),143,6.62,28.2,0.38,2.7,
2706551,Gefilte fish,Survey (FNDDS),82,10.39,8.74,0.41,0.4,
2710310,Gelatin dessert,Survey (FNDDS),60,1.22,14.19,0,0,
2710311,Gelatin dessert with fruit,Survey (FNDDS),56,1.1,13.34,0.01,0.2,
2710313,"Gelatin dessert, sugar free",Survey (FNDDS),20,0.83,4.22,0,0,
2710314,"Gelatin dessert, sugar free, with fruit",Survey (FNDDS),22,0.77,4.86,0.01,0.2,
2710312,Gelatin salad with vegetables,Survey (FNDDS),61,1.47,14.02,0.02,0.7,
2710631,"Gelatin shot, alcoholic",Survey (FNDDS),102,0.24,2.8,0,0,
2705637,"Gelato, chocolate",Survey (FNDDS),251,4.72,19.78,16.98,0.9,
2705636,"Gelato, vanilla",Survey (FNDDS),249,3.5,22.29,16.2,0,
2706794,General Tso chicken,Survey (FNDDS),295,12.9,23.99,16.36,0.9,
2710168,"Ghee, clarified butter",Survey (FNDDS),876,0.28,0,99.48,0,
2710632,Gimlet,Survey (FNDDS),188,0.1,5.08,0.03,0.1,
2710702,Gin,Survey (FNDDS),231,0,0,0,0,
2710633,Gin and tonic,Survey (FNDDS),84,0,6.57,0,0,
2710685,Gin fizz,Survey (FNDDS),66,0.03,2.22,0.01,0,
2710082,"Ginger root, pickled",Survey (FNDDS),20,0.33,4.83,0.1,2.6,
2706165,Gizzard,Survey (FNDDS),153,30.15,0,2.66,0,
2710698,Glug,Survey (FNDDS),96,0.1,6.24,0.14,0.1,
2708721,"Gnocchi, cheese",Survey (FNDDS),178,8.51,9.38,11.96,0.2,
2708722,"Gnocchi, potato",Survey (FNDDS),135,2.44,17.2,6.33,1,
2705908,Goat,Survey (FNDDS),142,26.88,0,3.01,0,
2705395,Goat milk,Survey (FNDDS),69,3.56,4.45,4.14,0,
2707177,"Goose egg, cooked",Survey (FNDDS),224,12.94,1.27,18.09,0,
2706142,"Goose, wild, roasted",Survey (FNDDS),304,25.06,0,21.83,0,
2708583,"Gordita, cheese only",Survey (FNDDS),324,10.65,22.39,21.59,1.7,
2708585,"Gordita, meat",Survey (FNDDS),296,16.99,13.12,19.36,1,
2708586,"Gordita, meat, with beans",Survey (FNDDS),252,11.41,16.64,15.59,2,
2708584,"Gordita, with beans",Survey (FNDDS),207,5.83,20.17,11.81,2.9,
2707818,"Gordita/sope shell, plain, no filling",Survey (FNDDS),260,3.85,37.2,11.19,2.9,
2708133,Graham crackers,Survey (FNDDS),430,6.69,77.66,10.6,3.4,
2708134,Graham crackers (Teddy Grahams),Survey (FNDDS),430,6.69,77.66,10.6,3.4,
2708135,"Graham crackers, chocolate covered",Survey (FNDDS),500,4,66.78,25.8,2.2,
2708138,"Graham crackers, reduced fat",Survey (FNDDS),386,5.71,77.96,5.71,5.7,
2708139,"Graham crackers, sandwich, with filling",Survey (FNDDS),483,4.5,72.1,20,1.5,
2710589,"Grape juice drink, light",Survey (FNDDS),23,0.06,5.51,0.1,0.1,
2709325,"Grape juice, 100%",Survey (FNDDS),66,0.18,15.73,0.28,0.2,
2709326,"Grape juice, 100%, with calcium added",Survey (FNDDS),62,0.37,14.77,0.13,0.2,
2709064,Grape leaves stuffed with rice,Survey (FNDDS),168,2.28,13.88,11.95,3.1,
2709178,"Grapefruit juice, 100%, canned, bottled or in a carton",Survey (FNDDS),40,0.56,8.35,0.48,0.2,
2709176,"Grapefruit juice, 100%, freshly squeezed",Survey (FNDDS),39,0.5,9.2,0.1,0.1,
2709177,"Grapefruit juice, 100%, NS as to form",Survey (FNDDS),40,0.56,8.35,0.48,0.2,
2709179,"Grapefruit juice, 100%, with calcium added",Survey (FNDDS),39,0.51,7.74,0.68,0.3,
2709166,"Grapefruit, canned",Survey (FNDDS),36,0.58,9.15,0.1,0.4,
2709165,"Grapefruit, raw",Survey (FNDDS),42,0.77,10.66,0.14,1.6,
2709237,"Grapes, raw",Survey (FNDDS),83,0.9,19.4,0.2,0.9,
2707145,"Gravy, beef",Survey (FNDDS),53,3.75,4.81,2.36,0.4,
2707146,"Gravy, beef, fat free",Survey (FNDDS),53,3.75,4.81,2.36,0.4,
2710245,"Gravy, for use with vegetables",Survey (FNDDS),57,0.31,11.24,1.05,0.1,
2707148,"Gravy, made with soy sauce",Survey (FNDDS),46,0.82,9.82,0.29,0.1,
2707149,"Gravy, NFS",Survey (FNDDS),53,3.75,4.81,2.36,0.4,
2707144,"Gravy, poultry",Survey (FNDDS),48,0.71,5.29,2.62,0.1,
2707147,"Gravy, poultry, fat free",Survey (FNDDS),48,0.71,5.29,2.62,0.1,
2707548,"Gravy, vegetarian",Survey (FNDDS),144,3.84,9.21,10.2,0.2,
2709830,"Greek Salad, no dressing",Survey (FNDDS),48,2.75,4.35,2.26,1.5,
2710040,Green bean casserole,Survey (FNDDS),56,1.96,7.05,2.21,1.9,
2709864,"Green beans, canned, cooked with butter or margarine",Survey (FNDDS),43,1.03,4,2.57,1.8,
2709863,"Green beans, canned, cooked with oil",Survey (FNDDS),50,1.01,3.99,3.29,1.8,
2709858,"Green beans, canned, cooked, fat added, NS as to fat type",Survey (FNDDS),46,1.02,4,2.93,1.8,
2709854,"Green beans, canned, cooked, no added fat",Survey (FNDDS),24,1.04,4.11,0.39,1.9,
2709868,"Green beans, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS),41,1.1,4.2,2.64,1.8,
2709867,"Green beans, canned, reduced sodium, cooked with oil",Survey (FNDDS),48,1.09,4.19,3.36,1.8,
2709866,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS),44,1.1,4.2,3,1.8,
2709865,"Green beans, canned, reduced sodium, cooked, no added fat",Survey (FNDDS),22,1.12,4.32,0.46,1.9,
2710803,"Green beans, cooked, as ingredient",Survey (FNDDS),42,2.05,7.72,0.29,3.1,
2709851,"Green beans, cooked, from restaurant",Survey (FNDDS),78,1.96,7.32,4.6,3,
2710041,"Green beans, cooked, Szechuan-style",Survey (FNDDS),106,2.54,8.37,6.96,3,
2709860,"Green beans, fresh, cooked with butter or margarine",Survey (FNDDS),61,2,7.48,2.56,3,
2709859,"Green beans, fresh, cooked with oil",Survey (FNDDS),68,1.99,7.47,3.31,3,
2709856,"Green beans, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS),64,2,7.48,2.93,3,
2709852,"Green beans, fresh, cooked, no added fat",Survey (FNDDS),42,2.05,7.7,0.29,3.1,
2709862,"Green beans, frozen, cooked with butter or margarine",Survey (FNDDS),47,1.46,6.26,2.35,2.9,
2709861,"Green beans, frozen, cooked with oil",Survey (FNDDS),53,1.44,6.24,3.07,2.9,
2709857,"Green beans, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS),50,1.45,6.25,2.71,2.9,
2709853,"Green beans, frozen, cooked, no added fat",Survey (FNDDS),28,1.49,6.43,0.17,3,
2709855,"Green beans, NS as to form, cooked",Survey (FNDDS),55,1.51,5.74,2.93,2.4,
2710070,"Green beans, pickled",Survey (FNDDS),54,1.63,11,0.25,2.5,
2709769,"Green beans, raw",Survey (FNDDS),40,1.97,7.41,0.28,3,
2709971,"Green peas, canned, cooked with butter or margarine",Survey (FNDDS),86,4.36,11.04,2.97,4.8,
2709970,"Green peas, canned, cooked with oil",Survey (FNDDS),92,4.34,11.03,3.69,4.8,
2709965,"Green peas, canned, cooked, fat added, NS as to fat type",Survey (FNDDS),89,4.35,11.03,3.33,4.8,
2709961,"Green peas, canned, cooked, no added fat",Survey (FNDDS),68,4.47,11.36,0.8,4.9,
2709975,"Green peas, canned, reduced sodium, cooked with butter or margarine",Survey (FNDDS),89,3.89,11.85,3.11,4,
2709974,"Green peas, canned, reduced sodium, cooked with oil",Survey (FNDDS),97,3.87,11.83,4,4,
2709973,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",Survey (FNDDS),93,3.88,11.84,3.56,4,
2709972,"Green peas, canned, reduced sodium, cooked, no added fat",Survey (FNDDS),66,3.99,12.19,0.38,4.1,
2709958,"Green peas, cooked, from restaurant",Survey (FNDDS),119,5.37,14.28,4.72,5.6,
2709967,"Green peas, fresh, cooked with butter or margarine",Survey (FNDDS),102,5.48,14.58,2.68,5.7,
2709966,"Green peas, fresh, cooked with oil",Survey (FNDDS),109,5.46,14.57,3.43,5.7,
2709963,"Green peas, fresh, cooked, fat added, NS as to fat type",Survey (FNDDS),106,5.47,14.58,3.06,5.7,
2709959,"Green peas, fresh, cooked, no added fat",Survey (FNDDS),84,5.63,15.01,0.42,5.9,
2709969,"Green peas, frozen, cooked with butter or margarine",Survey (FNDDS),95,5,13.82,2.45,4.4,
2709968,"Green peas, frozen, cooked with oil",Survey (FNDDS),102,4.99,13.8,3.17,4.4,
2709964,"Green peas, frozen, cooked, fat added, NS as to fat type",Survey (FNDDS),98,4.99,13.81,2.81,4.4,
2709960,"Green peas, frozen, cooked, no added fat",Survey (FNDDS),78,5.14,14.22,0.27,4.5,
2709962,"Green peas, NS as to form, cooked",Survey (FNDDS),98,4.99,13.81,2.81,4.4,
2709797,"Green peas, raw",Survey (FNDDS),81,5.42,14.45,0.4,5.7,
2710798,"Green pepper, cooked, as ingredient",Survey (FNDDS),25,0.77,5.14,0.12,1,
2710139,"Green plantain with cracklings, Puerto Rican style",Survey (FNDDS),358,13.16,26.97,22.82,1.4,
2706759,Greens with ham or pork,Survey (FNDDS),47,4.91,4.68,1.41,3.6,
2709598,"Greens, canned, cooked",Survey (FNDDS),41,1.32,2.71,2.82,1.3,
2709596,"Greens, fresh, cooked, fat added",Survey (FNDDS),58,2.89,5.02,3.4,4.1,
2709593,"Greens, fresh, cooked, no added fat",Survey (FNDDS),37,2.97,5.16,0.97,4.2,
2709597,"Greens, frozen, cooked, fat added",Survey (FNDDS),59,2.84,5.59,3.24,2.6,
2709594,"Greens, frozen, cooked, no added fat",Survey (FNDDS),37,2.92,5.75,0.71,2.7,
2709595,"Greens, NS as to form, cooked",Survey (FNDDS),58,2.89,5.02,3.4,4.1,
2710634,Greyhound,Survey (FNDDS),87,0.42,6.28,0.36,0.2,
2705803,"Grilled cheese sandwich, American cheese, on wheat bread",Survey (FNDDS),341,12.05,26.13,20.98,2.8,
2705802,"Grilled cheese sandwich, American cheese, on white bread",Survey (FNDDS),343,11.03,28.09,20.78,1.2,
2705805,"Grilled cheese sandwich, cheddar cheese, on wheat bread",Survey (FNDDS),366,14.4,24.42,23.46,2.8,
2705804,"Grilled cheese sandwich, cheddar cheese, on white bread",Survey (FNDDS),368,13.38,26.38,23.26,1.2,
2705801,"Grilled cheese sandwich, NFS",Survey (FNDDS),343,11.03,28.09,20.78,1.2,
2705807,"Grilled cheese sandwich, reduced fat cheese, on wheat bread",Survey (FNDDS),305,12.34,27.38,16.25,2.8,
2705806,"Grilled cheese sandwich, reduced fat cheese, on white bread",Survey (FNDDS),307,11.32,29.33,16.05,1.2,
2708371,"Grits, instant, made with water, fat added",Survey (FNDDS),85,1.36,14.36,2.85,0.8,
2708370,"Grits, instant, made with water, no added fat",Survey (FNDDS),65,1.38,14.84,0.4,0.8,
2708372,"Grits, instant, made with water, NS as to fat",Survey (FNDDS),85,1.36,14.36,2.85,0.8,
2708363,"Grits, NFS",Survey (FNDDS),71,1.19,12.2,1.84,0.7,
2708366,"Grits, regular or quick, made with water, fat added",Survey (FNDDS),71,1.19,12.2,1.84,0.7,
2708365,"Grits, regular or quick, made with water, no added fat",Survey (FNDDS),58,1.2,12.41,0.28,0.7,
2708364,"Grits, regular or quick, made with water, NS as to fat",Survey (FNDDS),71,1.19,12.2,1.84,0.7,
2708369,"Grits, with cheese, fat added",Survey (FNDDS),108,3.56,11.36,5.28,0.6,
2708368,"Grits, with cheese, no added fat",Survey (FNDDS),97,3.6,11.54,3.92,0.7,
2708367,"Grits, with cheese, NS as to fat",Survey (FNDDS),108,3.56,11.36,5.28,0.6,
2705921,Groundhog,Survey (FNDDS),159,28.08,0,4.34,0,
2709308,Guacamole with tomatoes,Survey (FNDDS),145,1.87,8.09,13.09,6.1,
2709307,"Guacamole, NFS",Survey (FNDDS),155,1.95,8.45,14.18,6.5,
2709344,Guava nectar,Survey (FNDDS),48,0.3,13.3,0.07,1.2,
2710307,Guava paste,Survey (FNDDS),292,0.1,72.56,0.27,1.1,
2709238,"Guava, raw",Survey (FNDDS),68,2.55,14.32,0.95,5.4,
2706372,"Guisada, beef",Survey (FNDDS),115,10.85,2.52,6.62,0.5,
2706407,"Guisada, pork",Survey (FNDDS),118,10.31,2.52,7.09,0.5,
2706726,Gumbo with rice,Survey (FNDDS),89,8.16,6.55,3.43,0.9,
2706879,"Gumbo, no rice",Survey (FNDDS),83,8.54,4.03,3.68,0.9,
2706962,Gyro sandwich,Survey (FNDDS),184,11.24,18.78,6.76,1,
2705878,Ham,Survey (FNDDS),117,19.04,1.58,3.87,0,
2706505,Ham and noodles with cream or white sauce,Survey (FNDDS),139,6.81,15.32,5.44,0.6,
2706514,"Ham and noodles, no sauce",Survey (FNDDS),144,7.15,15.88,5.54,0.8,
2706506,Ham and rice with mushroom sauce,Survey (FNDDS),136,5.37,16.28,5.19,0.4,
2706768,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Survey (FNDDS),120,7.56,5.12,7.83,1.1,
2706767,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",Survey (FNDDS),115,7.45,2.59,8.28,1.2,
2707338,Ham biscuit sandwich,Survey (FNDDS),322,11.56,28.24,18.1,1.6,
2706508,Ham croquette,Survey (FNDDS),273,17.97,2.6,20.74,0.2,
2706210,"Ham luncheon meat, loaf type",Survey (FNDDS),117,17.99,1.57,4.39,0,
2706517,Ham or pork and potatoes with cheese sauce,Survey (FNDDS),127,7.86,11.11,5.69,0.9,
2706516,Ham or pork and potatoes with gravy,Survey (FNDDS),126,5.4,11.68,6.33,0.9,
2706515,"Ham or pork and rice, no sauce",Survey (FNDDS),143,6.73,16.8,4.99,0.2,
2706756,Ham or pork salad,Survey (FNDDS),230,13.26,2.83,18.09,0.4,
2706398,Ham or pork with gravy,Survey (FNDDS),160,20.15,1.58,7.49,0,
2706403,Ham or pork with mushroom sauce,Survey (FNDDS),167,20.55,1.84,7.98,0.1,
2706507,Ham or pork with stuffing,Survey (FNDDS),143,6.26,10.43,8.27,0.4,
2706404,Ham or pork with tomato-based sauce,Survey (FNDDS),153,20.3,1.59,6.8,0.4,
2706636,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",Survey (FNDDS),155,9.18,15.32,6.42,1.1,
2706634,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Survey (FNDDS),151,8.42,18.31,4.91,1.4,
2706635,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Survey (FNDDS),148,8.35,16.74,5.19,1.5,
2706638,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Survey (FNDDS),125,6.48,13.75,5.02,1.5,
2706972,Ham salad sandwich on wheat,Survey (FNDDS),241,12.64,17.03,13.38,2.1,
2706971,Ham salad sandwich on white,Survey (FNDDS),242,11.98,18.29,13.26,1,
2706222,Ham salad spread,Survey (FNDDS),216,8.68,10.64,15.53,0,
2706966,Ham sandwich on wheat,Survey (FNDDS),185,13.96,23.62,3.86,2.8,
2706967,"Ham sandwich on wheat, with cheese",Survey (FNDDS),212,14.94,20.78,7.62,2.4,
2706964,Ham sandwich on white,Survey (FNDDS),187,12.94,25.58,3.66,1.2,
2706965,"Ham sandwich on white, with cheese",Survey (FNDDS),213,14.08,22.43,7.46,1,
2706968,"Ham sandwich or sub, restaurant",Survey (FNDDS),178,13.34,22.85,3.66,1.1,
2706969,"Ham sandwich or sub, with cheese, restaurant",Survey (FNDDS),210,14.59,19.7,8.06,0.9,
2706970,Ham sandwich wrap,Survey (FNDDS),230,13.54,22.51,9.38,1.5,
2706402,Ham stroganoff,Survey (FNDDS),131,7.62,5.19,8.85,0.7,
2705880,"Ham, canned",Survey (FNDDS),167,20.94,0.49,8.43,0,
2710240,"Ham, for use with vegetables",Survey (FNDDS),117,17.99,1.57,4.39,0,
2705881,"Ham, ground",Survey (FNDDS),167,20.94,0.49,8.43,0,
2706653,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Survey (FNDDS),126,5.56,15.02,5.06,1.7,
2706654,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Survey (FNDDS),128,5.47,13.4,5.9,1.8,
2706206,"Ham, prepackaged or deli, luncheon meat",Survey (FNDDS),101,16.7,0.27,3.73,0,
2706207,"Ham, prepackaged or deli, luncheon meat, reduced sodium",Survey (FNDDS),101,16.7,0.27,3.73,0,
2705879,"Ham, prosciutto",Survey (FNDDS),195,27.8,0.3,8.32,0,
2706922,Hamburger (Burger King),Survey (FNDDS),254,13.63,25.98,10.24,1.1,
2706924,Hamburger (McDonalds),Survey (FNDDS),263,13.3,29.57,10.18,1.8,
2706926,Hamburger slider,Survey (FNDDS),288,17.76,19.71,14.72,0.7,
2706919,"Hamburger slider, from fast food",Survey (FNDDS),285,15.27,29.18,11.35,1,
2706963,"Hamburger wrap sandwich, from fast food",Survey (FNDDS),299,16.86,20.38,16.06,1.4,
2706930,"Hamburger, from fast food, 1 large patty",Survey (FNDDS),289,18.43,17.12,15.63,0.6,
2706929,"Hamburger, from fast food, 1 medium patty",Survey (FNDDS),288,17.51,20.68,14.38,0.7,
2706921,"Hamburger, from fast food, 1 small patty",Survey (FNDDS),285,15.51,28.27,11.68,1,
2706925,"Hamburger, from school cafeteria",Survey (FNDDS),243,17.8,25.67,7.36,3,
2706920,"Hamburger, NFS",Survey (FNDDS),288,17.51,20.68,14.38,0.7,
2706935,"Hamburger, on wheat bun, 1 large patty",Survey (FNDDS),283,18.99,15.52,15.66,1.8,
2706933,"Hamburger, on wheat bun, 1 medium patty",Survey (FNDDS),281,18.18,18.74,14.4,2.2,
2706928,"Hamburger, on wheat bun, 1 small patty",Survey (FNDDS),280,17.83,20.14,13.86,2.4,
2706934,"Hamburger, on white bun, 1 large patty",Survey (FNDDS),289,18.43,17.12,15.63,0.6,
2706932,"Hamburger, on white bun, 1 medium patty",Survey (FNDDS),288,17.51,20.68,14.38,0.7,
2706927,"Hamburger, on white bun, 1 small patty",Survey (FNDDS),287,17.1,22.22,13.83,0.8,
2710621,Hard cider,Survey (FNDDS),56,0,5.92,0,0,
2710622,Hard seltzer,Survey (FNDDS),24,0.07,0.55,0,0,
2706584,"Hash, NS as to type of meat",Survey (FNDDS),164,8.73,9.27,10.24,1.1,
2710316,Haupia,Survey (FNDDS),274,1.98,23.52,20.45,2,
2708718,"Hayacas, Puerto Rican style",Survey (FNDDS),157,5.82,9.37,10.83,1.1,
2707502,Hazelnuts,Survey (FNDDS),628,14.95,16.7,60.75,9.7,
2706180,Head cheese,Survey (FNDDS),157,13.83,0,10.9,0,
2706156,Heart,Survey (FNDDS),164,28.25,0.15,4.69,0,
2706164,Hog maws,Survey (FNDDS),250,26.53,0,15.97,0,
2707441,Hoisin sauce,Survey (FNDDS),220,3.31,44.08,3.39,2.8,
2710171,Hollandaise sauce,Survey (FNDDS),546,5.4,1.03,57.98,0,
2709933,"Hominy, cooked",Survey (FNDDS),88,1.45,13.8,2.91,2.4,
2710281,Honey,Survey (FNDDS),304,0.3,82.4,0,0.2,
2710179,Honey butter,Survey (FNDDS),485,0.53,48.5,33.85,0.1,
2710086,Honey mustard dip,Survey (FNDDS),275,1.77,25.16,18.01,1,
2710202,Honey mustard dressing,Survey (FNDDS),464,0.87,23.33,40.83,0.4,
2710233,"Honey mustard dressing, fat free",Survey (FNDDS),169,1.07,38.43,1.47,1.2,
2710223,"Honey mustard dressing, light",Survey (FNDDS),207,0.98,28.26,10,0.8,
2709241,"Honeydew melon, raw",Survey (FNDDS),36,0.54,9.09,0.14,0.8,
2710603,"Horchata, made with milk",Survey (FNDDS),91,1.42,19.65,0.63,0.4,
2710602,"Horchata, made with water",Survey (FNDDS),88,1.09,20.45,0.13,0.5,
2710083,Horseradish,Survey (FNDDS),48,1.18,11.29,0.69,3.3,
2710174,Horseradish sauce,Survey (FNDDS),503,1.09,10.05,50.89,1,
2705486,"Hot chocolate / cocoa, dry mix , made with non-dairy milk",Survey (FNDDS),81,1.88,13.9,1.92,0.6,
2705485,"Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk",Survey (FNDDS),83,3.87,15.53,0.61,0.5,
2705483,"Hot chocolate / cocoa, dry mix, made with water",Survey (FNDDS),54,0.9,11.27,0.54,0.5,
2705487,"Hot chocolate / cocoa, dry mix, made with water, with whipped cream",Survey (FNDDS),65,0.94,11.2,1.83,0.5,
2705484,"Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk",Survey (FNDDS),97,3.81,15.51,2.18,0.5,
2705492,"Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk",Survey (FNDDS),62,4.41,10.39,0.32,0.6,
2705494,"Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk",Survey (FNDDS),59,2.31,8.66,1.72,0.7,
2705488,"Hot chocolate / cocoa, dry mix, reduced sugar, made with water",Survey (FNDDS),31,1.26,5.87,0.24,0.6,
2705489,"Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk",Survey (FNDDS),77,4.35,10.37,1.99,0.6,
2705474,"Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk",Survey (FNDDS),78,2.79,16.55,0.06,0,
2705475,"Hot chocolate / cocoa, made with non-dairy milk",Survey (FNDDS),76,0.93,15.02,1.3,0.1,
2705473,"Hot chocolate / cocoa, made with whole or reduced fat (2%) milk",Survey (FNDDS),91,2.73,16.53,1.54,0,
2705472,"Hot chocolate / cocoa, NFS",Survey (FNDDS),72,1.82,13.9,1.04,0.2,
2705493,"Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk",Survey (FNDDS),56,3.05,10.45,0.25,0,
2705490,"Hot chocolate / cocoa, reduced sugar, made with non-dairy milk",Survey (FNDDS),54,1.19,8.92,1.48,0.1,
2705491,"Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk",Survey (FNDDS),69,2.99,10.44,1.73,0,
2705476,"Hot chocolate / cocoa, with whipped cream",Survey (FNDDS),101,2.7,16.25,2.8,0,
2707063,"Hot dog sandwich, beef, on wheat bread",Survey (FNDDS),294,11.6,17.56,19.72,1.9,
2707061,"Hot dog sandwich, beef, on wheat bun",Survey (FNDDS),290,11.57,21.65,17.4,2.4,
2707062,"Hot dog sandwich, beef, on white bread",Survey (FNDDS),295,10.92,18.86,19.58,0.8,
2707060,"Hot dog sandwich, beef, on white bun",Survey (FNDDS),296,10.85,23.73,17.37,0.8,
2707067,"Hot dog sandwich, meat and poultry, on wheat bread",Survey (FNDDS),272,10.3,18.95,17.21,1.9,
2707065,"Hot dog sandwich, meat and poultry, on wheat bun",Survey (FNDDS),271,10.46,22.84,15.27,2.4,
2707066,"Hot dog sandwich, meat and poultry, on white bread",Survey (FNDDS),274,9.62,20.25,17.08,0.8,
2707064,"Hot dog sandwich, meat and poultry, on white bun",Survey (FNDDS),278,9.74,24.92,15.24,0.8,
2707059,"Hot dog sandwich, NFS, on wheat bread",Survey (FNDDS),294,11.6,17.56,19.72,1.9,
2707057,"Hot dog sandwich, NFS, on wheat bun",Survey (FNDDS),290,11.57,21.65,17.4,2.4,
2707058,"Hot dog sandwich, NFS, on white bread",Survey (FNDDS),295,10.92,18.86,19.58,0.8,
2707056,"Hot dog sandwich, NFS, on white bun",Survey (FNDDS),296,10.85,23.73,17.37,0.8,
2707075,"Hot dog sandwich, reduced fat, on wheat bread",Survey (FNDDS),233,12.94,19,11.63,1.9,
2707073,"Hot dog sandwich, reduced fat, on wheat bun",Survey (FNDDS),237,12.71,22.89,10.5,2.4,
2707074,"Hot dog sandwich, reduced fat, on white bread",Survey (FNDDS),234,12.26,20.31,11.5,0.8,
2707072,"Hot dog sandwich, reduced fat, on white bun",Survey (FNDDS),244,11.99,24.96,10.47,0.8,
2707071,"Hot dog sandwich, turkey, on wheat bread",Survey (FNDDS),237,11.94,18.16,12.7,1.9,
2707069,"Hot dog sandwich, turkey, on wheat bun",Survey (FNDDS),241,11.86,22.17,11.42,2.4,
2707070,"Hot dog sandwich, turkey, on white bread",Survey (FNDDS),238,11.26,19.46,12.57,0.8,
2707068,"Hot dog sandwich, turkey, on white bun",Survey (FNDDS),248,11.14,24.24,11.39,0.8,
2707077,"Hot dog sandwich, vegetarian, on bread",Survey (FNDDS),243,16.56,20.15,10.69,3.4,
2707076,"Hot dog sandwich, vegetarian, on bun",Survey (FNDDS),251,15.76,24.3,9.89,3.1,
2706167,"Hot dog, beef",Survey (FNDDS),310,11.7,2.89,28,0,
2706168,"Hot dog, meat and poultry",Survey (FNDDS),277,9.72,5.02,24.18,0,
2706166,"Hot dog, NFS",Survey (FNDDS),310,11.7,2.89,28,0,
2706169,"Hot dog, reduced fat",Survey (FNDDS),216,13.75,5.1,15.66,0,
2706170,"Hot dog, turkey",Survey (FNDDS),223,12.23,3.81,17.29,0,
2707470,"Hot dog, vegetarian",Survey (FNDDS),233,19.61,7.7,13.73,3.9,
2710093,Hot pepper sauce,Survey (FNDDS),12,1.29,0.8,0.76,0.6,
2709744,Hot Thai sauce,Survey (FNDDS),74,1.03,16.58,0.66,0.5,
2707191,Huevos rancheros,Survey (FNDDS),121,6.68,8.85,6.65,1.7,
2707403,"Hummus, flavored",Survey (FNDDS),241,7.22,14.63,17.1,5.3,
2707402,"Hummus, plain",Survey (FNDDS),243,7.35,14.9,17.1,5.4,
2706741,Hunan beef,Survey (FNDDS),105,7.08,7.29,5.3,1.5,
2707819,Hush puppy,Survey (FNDDS),296,6.16,40.21,13.25,2.9,
